date,weekno,employee_id,name,status
10-May-22,W 20,Atq -412,TUCKER AUSTIN,Work From Office
10-May-22,W 20,Atq -484,ADYSON MOYER,Work From Office
10-May-22,W 20,Atq -385,jase ingram,Work From Office
10-May-22,W 20,Atq -456,ADRIEL PACE,Work From Office
10-May-22,W 20,Atq -375,KENLEY MARSH,Work From Office
10-May-22,W 20,Atq -475,LONDON KIM,Work From Office
10-May-22,W 20,Atq -405,CHRIS FRYE,Work From Office
10-May-22,W 20,Atq -331,JONAH HAMILTON,Work From Office
10-May-22,W 20,Atq -435,DEAN MCLAUGHLIN,Work From Office
10-May-22,W 20,Atq -348,WESTON HORTON,Work From Office
10-May-22,W 20,Atq -468,xiomara ruiz,Work From Office
10-May-22,W 20,Atq -368,macie callahan,Work From Office
10-May-22,W 20,Atq -475,rey novak,Work From Office
10-May-22,W 20,Atq -375,hailee fitzpatrick,Work From Office
10-May-22,W 20,Atq -433,jayce fuentes,Work From Office
10-May-22,W 20,Atq -370,ELLA ROTH,Work From Office
10-May-22,W 20,Atq -423,RODRIGO PRICE,Work From Office
10-May-22,W 20,Atq -438,miles fields,Work From Office
10-May-22,W 20,Atq -349,trystan ortega,Work From Office
10-May-22,W 20,Atq -459,iris woodard,Work From Office
10-May-22,W 20,Atq -396,joel cruz,Work From Office
10-May-22,W 20,Atq -419,FAITH HAMILTON,Work From Office
10-May-22,W 20,Atq -446,april ayers,Work From Office
10-May-22,W 20,Atq -334,boston morse,Work From Office
10-May-22,W 20,Atq -343,myla klein,Work From Office
10-May-22,W 20,Atq -440,MCKAYLA PARKER,Work From Office
10-May-22,W 20,Atq -405,SOFIA SOLIS,Work From Office
10-May-22,W 20,Atq -467,CASON DAVID,Work From Office
10-May-22,W 20,Atq -443,lyric bartlett,Work From Office
10-May-22,W 20,Atq -335,TORI SHANNON,Work From Office
10-May-22,W 20,Atq -397,grace stone,Work From Office
10-May-22,W 20,Atq -404,ANA LITTLE,Work From Office
10-May-22,W 20,Atq -436,phoenix brady,Work From Office
10-May-22,W 20,Atq -441,loki lal,Work From Office
10-May-22,W 20,Atq -366,PETER PANDEY,Work From Office
10-May-22,W 20,Atq -438,MEKHI SINGLETON,Work From Office
10-May-22,W 20,Atq -398,bo cordova,Work From Office
10-May-22,W 20,Atq -411,nevaeh waller,Work From Office
10-May-22,W 20,Atq -462,JARVIS SINGH,Work From Office
10-May-22,W 20,Atq -406,thanos thakur,Work From Office
10-May-22,W 20,Atq -387,konner henson,Work From Home
10-May-22,W 20,Atq -472,QUINCY MENDEZ,Work From Home
10-May-22,W 20,Atq -382,gustavo ritter,Work From Home
10-May-22,W 20,Atq -418,MARQUIS WYATT,Work From Home
10-May-22,W 20,Atq -398,SALVATORE HENDRIX,Work From Home
10-May-22,W 20,Atq -472,cristofer bernard,Sick Leave
10-May-22,W 20,Atq -335,MADELYNN GRAY,Sick Leave
10-May-22,W 20,Atq -453,nehemiah diaz,Paid Leave
10-May-22,W 20,Atq -419,kaylah schultz,Paid Leave
10-May-22,W 20,Atq -362,kiana mcmillan,Work From Office
10-May-22,W 20,Atq -476,KANE MALONE,Work From Office
10-May-22,W 20,Atq -455,ADITYA WALLS,Work From Office
10-May-22,W 20,Atq -458,JESSIE CARRILLO,Work From Office
10-May-22,W 20,Atq -400,CHAD MACIAS,Work From Office
10-May-22,W 20,Atq -437,DALLAS WEEKS,Work From Office
10-May-22,W 20,Atq -372,miley combs,Work From Office
10-May-22,W 20,Atq -374,KALEY FITZPATRICK,Work From Office
10-May-22,W 20,Atq -470,JOVANI POPE,Work From Office
10-May-22,W 20,Atq -385,FINNEGAN GILBERT,Work From Office
10-May-22,W 20,Atq -448,athena rios,Work From Office
10-May-22,W 20,Atq -472,quincy mendez,Work From Office
10-May-22,W 20,Atq -411,samuel murray,Work From Office
11-May-22,W 20,Atq -461,josh sharp,Work From Office
11-May-22,W 20,Atq -453,NEHEMIAH DIAZ,Work From Office
11-May-22,W 20,Atq -376,dominique benjamin,Work From Office
11-May-22,W 20,Atq -418,hillary kirk,Work From Office
11-May-22,W 20,Atq -373,ISIAH SMALL,Work From Office
11-May-22,W 20,Atq -408,NICK OROZCO,Work From Office
11-May-22,W 20,Atq -418,marquis wyatt,Work From Office
11-May-22,W 20,Atq -414,titus andersen,Work From Office
11-May-22,W 20,Atq -403,will mahoney,Work From Office
11-May-22,W 20,Atq -393,EMMA FREEMAN,Work From Office
11-May-22,W 20,Atq -367,briley orr,Work From Office
11-May-22,W 20,Atq -452,AYANNA ATKINS,Work From Office
11-May-22,W 20,Atq -421,rylee mullins,Work From Office
11-May-22,W 20,Atq -432,RYANN GUERRERO,Work From Office
11-May-22,W 20,Atq -484,demarcus gordon,Work From Office
11-May-22,W 20,Atq -467,esperanza irwin,Work From Office
11-May-22,W 20,Atq -396,KARMA REEVES,Work From Office
11-May-22,W 20,Atq -472,CRISTOFER BERNARD,Work From Office
11-May-22,W 20,Atq -412,TUCKER AUSTIN,Work From Office
11-May-22,W 20,Atq -484,ADYSON MOYER,Work From Office
11-May-22,W 20,Atq -385,jase ingram,Work From Office
11-May-22,W 20,Atq -456,ADRIEL PACE,Work From Office
11-May-22,W 20,Atq -375,kenley marsh,Work From Office
11-May-22,W 20,Atq -475,LONDON KIM,Work From Office
11-May-22,W 20,Atq -405,CHRIS FRYE,Work From Office
11-May-22,W 20,Atq -331,JONAH HAMILTON,Work From Office
11-May-22,W 20,Atq -435,DEAN MCLAUGHLIN,Work From Office
11-May-22,W 20,Atq -348,WESTON HORTON,Work From Office
11-May-22,W 20,Atq -468,XIOMARA RUIZ,Work From Office
11-May-22,W 20,Atq -368,MACIE CALLAHAN,Work From Office
11-May-22,W 20,Atq -475,rey novak,Work From Office
11-May-22,W 20,Atq -375,HAILEE FITZPATRICK,Work From Office
11-May-22,W 20,Atq -433,JAYCE FUENTES,Work From Office
11-May-22,W 20,Atq -370,ELLA ROTH,Work From Office
11-May-22,W 20,Atq -423,RODRIGO PRICE,Work From Office
11-May-22,W 20,Atq -438,miles fields,Work From Office
11-May-22,W 20,Atq -349,trystan ortega,Work From Office
11-May-22,W 20,Atq -459,iris woodard,Work From Office
11-May-22,W 20,Atq -396,JOEL CRUZ,Work From Office
11-May-22,W 20,Atq -419,faith hamilton,Work From Office
11-May-22,W 20,Atq -446,april ayers,Work From Office
11-May-22,W 20,Atq -334,boston morse,Work From Office
11-May-22,W 20,Atq -343,myla klein,Work From Office
11-May-22,W 20,Atq -440,MCKAYLA PARKER,Work From Office
11-May-22,W 20,Atq -405,SOFIA SOLIS,Work From Office
11-May-22,W 20,Atq -450,MIYA HAMPTON,Work From Office
11-May-22,W 20,Atq -467,CASON DAVID,Work From Office
11-May-22,W 20,Atq -443,lyric bartlett,Work From Office
11-May-22,W 20,Atq -335,TORI SHANNON,Work From Office
11-May-22,W 20,Atq -397,GRACE STONE,Work From Office
11-May-22,W 20,Atq -404,ana little,Work From Office
11-May-22,W 20,Atq -436,PHOENIX BRADY,Work From Office
11-May-22,W 20,Atq -441,loki lal,Work From Office
11-May-22,W 20,Atq -366,PETER PANDEY,Work From Office
11-May-22,W 20,Atq -438,mekhi singleton,Work From Office
11-May-22,W 20,Atq -398,BO CORDOVA,Work From Office
11-May-22,W 20,Atq -411,nevaeh waller,Work From Office
11-May-22,W 20,Atq -462,jarvis singh,Work From Office
11-May-22,W 20,Atq -406,thanos thakur,Work From Office
11-May-22,W 20,Atq -387,KONNER HENSON,Work From Home
11-May-22,W 20,Atq -382,GUSTAVO RITTER,Work From Home
11-May-22,W 20,Atq -398,salvatore hendrix,Work From Home
11-May-22,W 20,Atq -419,kaylah schultz,Paid Leave
11-May-22,W 20,Atq -362,kiana mcmillan,Work From Office
11-May-22,W 20,Atq -476,KANE MALONE,Work From Office
11-May-22,W 20,Atq -455,aditya walls,Work From Office
11-May-22,W 20,Atq -458,JESSIE CARRILLO,Work From Office
11-May-22,W 20,Atq -400,CHAD MACIAS,Work From Office
11-May-22,W 20,Atq -437,dallas weeks,Work From Office
11-May-22,W 20,Atq -372,MILEY COMBS,Work From Office
11-May-22,W 20,Atq -374,KALEY FITZPATRICK,Work From Office
11-May-22,W 20,Atq -470,jovani pope,Work From Office
11-May-22,W 20,Atq -385,FINNEGAN GILBERT,Work From Office
11-May-22,W 20,Atq -448,ATHENA RIOS,Work From Office
11-May-22,W 20,Atq -472,QUINCY MENDEZ,Work From Office
11-May-22,W 20,Atq -411,samuel murray,Work From Office
12-May-22,W 20,Atq -461,josh sharp,Work From Office
12-May-22,W 20,Atq -453,nehemiah diaz,Work From Office
12-May-22,W 20,Atq -376,dominique benjamin,Work From Office
12-May-22,W 20,Atq -418,HILLARY KIRK,Work From Office
12-May-22,W 20,Atq -373,ISIAH SMALL,Work From Office
12-May-22,W 20,Atq -418,marquis wyatt,Work From Office
12-May-22,W 20,Atq -414,TITUS ANDERSEN,Work From Office
12-May-22,W 20,Atq -403,will mahoney,Work From Office
12-May-22,W 20,Atq -393,EMMA FREEMAN,Work From Office
12-May-22,W 20,Atq -367,BRILEY ORR,Work From Office
12-May-22,W 20,Atq -421,RYLEE MULLINS,Work From Office
12-May-22,W 20,Atq -432,RYANN GUERRERO,Work From Office
12-May-22,W 20,Atq -484,DEMARCUS GORDON,Work From Office
12-May-22,W 20,Atq -467,ESPERANZA IRWIN,Work From Office
12-May-22,W 20,Atq -396@,KARMA REEVES,Work From Office
12-May-22,W 20,Atq -472,cristofer bernard,Work From Office
12-May-22,W 20,Atq -412,tucker austin,Work From Office
12-May-22,W 20,Atq -484,ADYSON MOYER,Work From Office
12-May-22,W 20,Atq -456,adriel pace,Work From Office
12-May-22,W 20,Atq -375,kenley marsh,Work From Office
12-May-22,W 20,Atq -475,LONDON KIM,Work From Office
12-May-22,W 20,Atq -435,DEAN MCLAUGHLIN,Work From Office
12-May-22,W 20,Atq -348,weston horton,Work From Office
12-May-22,W 20,Atq -468,xiomara ruiz,Work From Office
12-May-22,W 20,Atq -368,macie callahan,Work From Office
12-May-22,W 20,Atq -475,rey novak,Work From Office
12-May-22,W 20,Atq -375,hailee fitzpatrick,Work From Office
12-May-22,W 20,Atq -370,ELLA ROTH,Work From Office
12-May-22,W 20,Atq -423,RODRIGO PRICE,Work From Office
12-May-22,W 20,Atq -459,iris woodard,Work From Office
12-May-22,W 20,Atq -396,JOEL CRUZ,Work From Office
12-May-22,W 20,Atq -419,faith hamilton,Work From Office
12-May-22,W 20,Atq -446,april ayers,Work From Office
12-May-22,W 20,Atq -343,MYLA KLEIN,Work From Office
12-May-22,W 20,Atq -440,mckayla parker,Work From Office
12-May-22,W 20,Atq -450,MIYA HAMPTON,Work From Office
12-May-22,W 20,Atq -467,CASON DAVID,Work From Office
12-May-22,W 20,Atq -443,lyric bartlett,Work From Office
12-May-22,W 20,Atq -335,tori shannon,Work From Office
12-May-22,W 20,Atq -404,ana little,Work From Office
12-May-22,W 20,Atq -436,PHOENIX BRADY,Work From Office
12-May-22,W 20,Atq -441,loki lal,Work From Office
12-May-22,W 20,Atq -366,peter pandey,Work From Office
12-May-22,W 20,Atq -438,MEKHI SINGLETON,Work From Office
12-May-22,W 20,Atq -411,NEVAEH WALLER,Work From Office
12-May-22,W 20,Atq -462,JARVIS SINGH,Work From Office
12-May-22,W 20,Atq -406,thanos thakur,Work From Office
12-May-22,W 20,Atq -387,KONNER HENSON,Work From Home
12-May-22,W 20,Atq -382,GUSTAVO RITTER,Work From Home
12-May-22,W 20,Atq -398,salvatore hendrix,Work From Home
12-May-22,W 20,Atq -405,chris frye,Work From Home
12-May-22,W 20,Atq -331,jonah hamilton,Work From Home
12-May-22,W 20,Atq -335,madelynn gray,Work From Home
12-May-22,W 20,Atq -398,bo cordova,Work From Home
12-May-22,W 20,Atq -385,JASE INGRAM,Paid Leave
12-May-22,W 20,Atq -349,trystan ortega,Paid Leave
12-May-22,W 20,Atq -419,kaylah schultz,Paid Leave
12-May-22,W 20,Atq -455,ADITYA WALLS,Work From Office
12-May-22,W 20,Atq -458,JESSIE CARRILLO,Work From Office
12-May-22,W 20,Atq -400,CHAD MACIAS,Work From Office
12-May-22,W 20,Atq -372,miley combs,Work From Office
12-May-22,W 20,Atq -374,KALEY FITZPATRICK,Work From Office
12-May-22,W 20,Atq -470,jovani pope,Work From Office
12-May-22,W 20,Atq -411,samuel murray,Work From Office
12-May-22,W 20,Atq -461,JOSH SHARP,Work From Office
12-May-22,W 20,Atq -453,nehemiah diaz,Work From Office
12-May-22,W 20,Atq -376,dominique benjamin,Work From Office
12-May-22,W 20,Atq -418,HILLARY KIRK,Work From Office
12-May-22,W 20,Atq -373,isiah small,Work From Office
12-May-22,W 20,Atq -418,MARQUIS WYATT,Work From Office
13-May-22,W 20,Atq -414,TITUS ANDERSEN,Work From Office
13-May-22,W 20,Atq -403,will mahoney,Work From Office
13-May-22,W 20,Atq -393,emma freeman,Work From Office
13-May-22,W 20,Atq -367,briley orr,Work From Office
13-May-22,W 20,Atq -452,ayanna atkins,Work From Office
13-May-22,W 20,Atq -421,RYLEE MULLINS,Work From Office
13-May-22,W 20,Atq -432,RYANN GUERRERO,Work From Office
13-May-22,W 20,Atq -484,DEMARCUS GORDON,Work From Office
13-May-22,W 20,Atq -467,esperanza irwin,Work From Office
13-May-22,W 20,Atq -472,cristofer bernard,Work From Office
13-May-22,W 20,Atq -412,TUCKER AUSTIN,Work From Office
13-May-22,W 20,Atq -484,ADYSON MOYER,Work From Office
13-May-22,W 20,Atq -456,ADRIEL PACE,Work From Office
13-May-22,W 20,Atq -375,KENLEY MARSH,Work From Office
13-May-22,W 20,Atq -475,london kim,Work From Office
13-May-22,W 20,Atq -331,JONAH HAMILTON,Work From Office
13-May-22,W 20,Atq -435,DEAN MCLAUGHLIN,Work From Office
13-May-22,W 20,Atq -348,weston horton,Work From Office
13-May-22,W 20,Atq -468,XIOMARA RUIZ,Work From Office
13-May-22,W 20,Atq -368,MACIE CALLAHAN,Work From Office
13-May-22,W 20,Atq -475,REY NOVAK,Work From Office
13-May-22,W 20,Atq -375,HAILEE FITZPATRICK,Work From Office
13-May-22,W 20,Atq -370,ELLA ROTH,Work From Office
13-May-22,W 20,Atq -459,iris woodard,Work From Office
13-May-22,W 20,Atq -419,faith hamilton,Work From Office
13-May-22,W 20,Atq -446,april ayers,Work From Office
13-May-22,W 20,Atq -335,MADELYNN GRAY,Work From Office
13-May-22,W 20,Atq -405,SOFIA SOLIS,Work From Office
13-May-22,W 20,Atq -450,miya hampton,Work From Office
13-May-22,W 20,Atq -467,CASON DAVID,Work From Office
13-May-22,W 20,Atq -443,lyric bartlett,Work From Office
13-May-22,W 20,Atq -335,TORI SHANNON,Work From Office
13-May-22,W 20,Atq -404,ana little,Work From Office
13-May-22,W 20,Atq -436,PHOENIX BRADY,Work From Office
13-May-22,W 20,Atq -441,LOKI LAL,Work From Office
13-May-22,W 20,Atq -366,PETER PANDEY,Work From Office
13-May-22,W 20,Atq -438,MEKHI SINGLETON,Work From Office
13-May-22,W 20,Atq -411,NEVAEH WALLER,Work From Office
13-May-22,W 20,Atq -462,jarvis singh,Work From Office
13-May-22,W 20,Atq -406,thanos thakur,Work From Office
13-May-22,W 20,Atq -385,finnegan gilbert,Work From Home
13-May-22,W 20,Atq -387,konner henson,Work From Home
13-May-22,W 20,Atq -472,quincy mendez,Work From Home
13-May-22,W 20,Atq -382,GUSTAVO RITTER,Work From Home
13-May-22,W 20,Atq -408,nick orozco,Work From Home
13-May-22,W 20,Atq -398,SALVATORE HENDRIX,Work From Home
13-May-22,W 20,Atq -405,chris frye,Work From Home
13-May-22,W 20,Atq -419,kaylah schultz,Birthday Leave
13-May-22,W 20,Atq -396,karma reeves,Paid Leave
13-May-22,W 20,Atq -385,JASE INGRAM,Paid Leave
13-May-22,W 20,Atq -433,JAYCE FUENTES,Paid Leave
13-May-22,W 20,Atq -423,RODRIGO PRICE,Paid Leave
13-May-22,W 20,Atq -438,MILES FIELDS,Paid Leave
13-May-22,W 20,Atq -349,TRYSTAN ORTEGA,Paid Leave
13-May-22,W 20,Atq -396,joel cruz,Paid Leave
13-May-22,W 20,Atq -334,BOSTON MORSE,Paid Leave
13-May-22,W 20,Atq -343,myla klein,Paid Leave
13-May-22,W 20,Atq -440,mckayla parker,Paid Leave
13-May-22,W 20,Atq -397,GRACE STONE,Paid Leave
13-May-22,W 20,Atq -398,BO CORDOVA,Paid Leave
13-May-22,W 20,Atq -389,JULIEN HAMILTON,Weekly Off
13-May-22,W 20,Atq -414,MCKAYLA MILES,Weekly Off
13-May-22,W 20,Atq -461,shea zuniga,Weekly Off
13-May-22,W 20,Atq -426,ISABELLA PITTMAN,Weekly Off
13-May-22,W 20,Atq -362,kiana mcmillan,Weekly Off
13-May-22,W 20,Atq -476,KANE MALONE,Weekly Off
13-May-22,W 20,Atq -455@,aditya walls,Weekly Off
13-May-22,W 20,Atq -458,jessie carrillo,Weekly Off
13-May-22,W 20,Atq -400,chad macias,Weekly Off
13-May-22,W 20,Atq -437,dallas weeks,Weekly Off
13-May-22,W 20,Atq -372,MILEY COMBS,Weekly Off
13-May-22,W 20,Atq -374,KALEY FITZPATRICK,Weekly Off
13-May-22,W 20,Atq -470,JOVANI POPE,Weekly Off
14-May-22,W 20,Atq -455,caylee meadows,Weekly Off
14-May-22,W 20,Atq -385,finnegan gilbert,Weekly Off
14-May-22,W 20,Atq -387,konner henson,Weekly Off
14-May-22,W 20,Atq -430,MAXIMUS MCKENZIE,Weekly Off
14-May-22,W 20,Atq -371,kayleigh kennedy,Weekly Off
14-May-22,W 20,Atq -364,keaton nixon,Weekly Off
14-May-22,W 20,Atq -448,ATHENA RIOS,Weekly Off
14-May-22,W 20,Atq -472,quincy mendez,Weekly Off
14-May-22,W 20,Atq -411,SAMUEL MURRAY,Weekly Off
14-May-22,W 20,Atq -461,josh sharp,Weekly Off
14-May-22,W 20,Atq -453,nehemiah diaz,Weekly Off
14-May-22,W 20,Atq -376,DOMINIQUE BENJAMIN,Weekly Off
14-May-22,W 20,Atq -418,HILLARY KIRK,Weekly Off
14-May-22,W 20,Atq -373,isiah small,Weekly Off
14-May-22,W 20,Atq -382,GUSTAVO RITTER,Weekly Off
14-May-22,W 20,Atq -408,nick orozco,Weekly Off
14-May-22,W 20,Atq -418,MARQUIS WYATT,Weekly Off
14-May-22,W 20,Atq -414,TITUS ANDERSEN,Weekly Off
14-May-22,W 20,Atq -403,will mahoney,Weekly Off
14-May-22,W 20,Atq -393,EMMA FREEMAN,Weekly Off
14-May-22,W 20,Atq -367,briley orr,Weekly Off
14-May-22,W 20,Atq -452,AYANNA ATKINS,Weekly Off
14-May-22,W 20,Atq -421,RYLEE MULLINS,Weekly Off
14-May-22,W 20,Atq -432,RYANN GUERRERO,Weekly Off
14-May-22,W 20,Atq -484,demarcus gordon,Weekly Off
14-May-22,W 20,Atq -467,esperanza irwin,Weekly Off
14-May-22,W 20,Atq -396,KARMA REEVES,Weekly Off
14-May-22,W 20,Atq -472,CRISTOFER BERNARD,Weekly Off
14-May-22,W 20,Atq -412,tucker austin,Weekly Off
14-May-22,W 20,Atq -398,salvatore hendrix,Weekly Off
14-May-22,W 20,Atq -484,adyson moyer,Weekly Off
14-May-22,W 20,Atq -385,JASE INGRAM,Weekly Off
14-May-22,W 20,Atq -456,ADRIEL PACE,Weekly Off
14-May-22,W 20,Atq -375,kenley marsh,Weekly Off
14-May-22,W 20,Atq -475,london kim,Weekly Off
14-May-22,W 20,Atq -405,chris frye,Weekly Off
14-May-22,W 20,Atq -331,JONAH HAMILTON,Weekly Off
14-May-22,W 20,Atq -435,dean mclaughlin,Weekly Off
14-May-22,W 20,Atq -348,weston horton,Weekly Off
14-May-22,W 20,Atq -468,xiomara ruiz,Weekly Off
14-May-22,W 20,Atq -368,macie callahan,Weekly Off
14-May-22,W 20,Atq -475,rey novak,Weekly Off
14-May-22,W 20,Atq -375,hailee fitzpatrick,Weekly Off
14-May-22,W 20,Atq -433,JAYCE FUENTES,Weekly Off
14-May-22,W 20,Atq -370,ella roth,Weekly Off
14-May-22,W 20,Atq -423,rodrigo price,Weekly Off
14-May-22,W 20,Atq -438,miles fields,Weekly Off
14-May-22,W 20,Atq -349,trystan ortega,Weekly Off
14-May-22,W 20,Atq -459,iris woodard,Weekly Off
14-May-22,W 20,Atq -396,joel cruz,Weekly Off
14-May-22,W 20,Atq -419,FAITH HAMILTON,Weekly Off
14-May-22,W 20,Atq -446,april ayers,Weekly Off
14-May-22,W 20,Atq -334,BOSTON MORSE,Weekly Off
14-May-22,W 20,Atq -343,myla klein,Weekly Off
14-May-22,W 20,Atq -335,madelynn gray,Weekly Off
14-May-22,W 20,Atq -440,mckayla parker,Weekly Off
14-May-22,W 20,Atq -405,sofia solis,Weekly Off
14-May-22,W 20,Atq -450,MIYA HAMPTON,Weekly Off
14-May-22,W 20,Atq -467,CASON DAVID,Weekly Off
14-May-22,W 20,Atq -419,kaylah schultz,Weekly Off
14-May-22,W 20,Atq -443,LYRIC BARTLETT,Weekly Off
14-May-22,W 20,Atq -335,TORI SHANNON,Weekly Off
14-May-22,W 20,Atq -397,grace stone,Weekly Off
14-May-22,W 20,Atq -404,ana little,Weekly Off
14-May-22,W 20,Atq -436,phoenix brady,Weekly Off
14-May-22,W 20,Atq -441,LOKI LAL,Weekly Off
14-May-22,W 20,Atq -366,PETER PANDEY,Weekly Off
14-May-22,W 20,Atq -438,MEKHI SINGLETON,Weekly Off
14-May-22,W 20,Atq -398,BO CORDOVA,Weekly Off
14-May-22,W 20,Atq -411,nevaeh waller,Weekly Off
14-May-22,W 20,Atq -462,JARVIS SINGH,Weekly Off
14-May-22,W 20,Atq -406,thanos thakur,Weekly Off
14-May-22,W 21,Atq -389,julien hamilton,Weekly Off
14-May-22,W 21,Atq -414,mckayla miles,Weekly Off
14-May-22,W 21,Atq -461,SHEA ZUNIGA,Weekly Off
14-May-22,W 21,Atq -426,ISABELLA PITTMAN,Weekly Off
14-May-22,W 21,Atq -362,KIANA MCMILLAN,Weekly Off
14-May-22,W 21,Atq -476,kane malone,Weekly Off
14-May-22,W 21,Atq -455,aditya walls,Weekly Off
14-May-22,W 21,Atq -458,jessie carrillo,Weekly Off
14-May-22,W 21,Atq -400,CHAD MACIAS,Weekly Off
14-May-22,W 21,Atq -437,dallas weeks,Weekly Off
14-May-22,W 21,Atq -372,MILEY COMBS,Weekly Off
14-May-22,W 21,Atq -374,kaley fitzpatrick,Weekly Off
14-May-22,W 21,Atq -470,JOVANI POPE,Weekly Off
14-May-22,W 21,Atq -455,CAYLEE MEADOWS,Weekly Off
15-May-22,W 21,Atq -385,finnegan gilbert,Weekly Off
15-May-22,W 21,Atq -387,konner henson,Weekly Off
15-May-22,W 21,Atq -430,maximus mckenzie,Weekly Off
15-May-22,W 21,Atq -371,KAYLEIGH KENNEDY,Weekly Off
15-May-22,W 21,Atq -364,KEATON NIXON,Weekly Off
15-May-22,W 21,Atq -448,athena rios,Weekly Off
15-May-22,W 21,Atq -472,quincy mendez,Weekly Off
15-May-22,W 21,Atq -411,samuel murray,Weekly Off
15-May-22,W 21,Atq -461,josh sharp,Weekly Off
15-May-22,W 21,Atq -453,NEHEMIAH DIAZ,Weekly Off
15-May-22,W 21,Atq -376,dominique benjamin,Weekly Off
15-May-22,W 21,Atq -418,HILLARY KIRK,Weekly Off
15-May-22,W 21,Atq -373,ISIAH SMALL,Weekly Off
15-May-22,W 21,Atq -382,gustavo ritter,Weekly Off
15-May-22,W 21,Atq -408,nick orozco,Weekly Off
15-May-22,W 21,Atq -418,marquis wyatt,Weekly Off
15-May-22,W 21,Atq -414,titus andersen,Weekly Off
15-May-22,W 21,Atq -403,WILL MAHONEY,Weekly Off
15-May-22,W 21,Atq -393,emma freeman,Weekly Off
15-May-22,W 21,Atq -367,BRILEY ORR,Weekly Off
15-May-22,W 21,Atq -452,ayanna atkins,Weekly Off
15-May-22,W 21,Atq -421,RYLEE MULLINS,Weekly Off
15-May-22,W 21,Atq -432,RYANN GUERRERO,Weekly Off
15-May-22,W 21,Atq -484,DEMARCUS GORDON,Weekly Off
15-May-22,W 21,Atq -467,ESPERANZA IRWIN,Weekly Off
15-May-22,W 21,Atq -396,karma reeves,Weekly Off
15-May-22,W 21,Atq -472,CRISTOFER BERNARD,Weekly Off
15-May-22,W 21,Atq -412,tucker austin,Weekly Off
15-May-22,W 21,Atq -398,SALVATORE HENDRIX,Weekly Off
15-May-22,W 21,Atq -484,adyson moyer,Weekly Off
15-May-22,W 21,Atq -385,jase ingram,Weekly Off
15-May-22,W 21,Atq -456,adriel pace,Weekly Off
15-May-22,W 21,Atq -375,KENLEY MARSH,Weekly Off
15-May-22,W 21,Atq -475,london kim,Weekly Off
15-May-22,W 21,Atq -405,chris frye,Weekly Off
15-May-22,W 21,Atq -331,jonah hamilton,Weekly Off
15-May-22,W 21,Atq -435,DEAN MCLAUGHLIN,Weekly Off
15-May-22,W 21,Atq -348,WESTON HORTON,Weekly Off
15-May-22,W 21,Atq -468,xiomara ruiz,Weekly Off
15-May-22,W 21,Atq -368,MACIE CALLAHAN,Weekly Off
15-May-22,W 21,Atq -475,rey novak,Weekly Off
15-May-22,W 21,Atq -375,hailee fitzpatrick,Weekly Off
15-May-22,W 21,Atq -433,JAYCE FUENTES,Weekly Off
15-May-22,W 21,Atq -370,ELLA ROTH,Weekly Off
15-May-22,W 21,Atq -423,rodrigo price,Weekly Off
15-May-22,W 21,Atq -438,MILES FIELDS,Weekly Off
15-May-22,W 21,Atq -349,trystan ortega,Weekly Off
15-May-22,W 21,Atq -459,iris woodard,Weekly Off
15-May-22,W 21,Atq -396,JOEL CRUZ,Weekly Off
15-May-22,W 21,Atq -419,faith hamilton,Weekly Off
15-May-22,W 21,Atq -446,APRIL AYERS,Weekly Off
15-May-22,W 21,Atq -334,BOSTON MORSE,Weekly Off
15-May-22,W 21,Atq -343,myla klein,Weekly Off
15-May-22,W 21,Atq -335,MADELYNN GRAY,Weekly Off
15-May-22,W 21,Atq -440,MCKAYLA PARKER,Weekly Off
15-May-22,W 21,Atq -405,SOFIA SOLIS,Weekly Off
15-May-22,W 21,Atq -450,MIYA HAMPTON,Weekly Off
15-May-22,W 21,Atq -467,cason david,Weekly Off
15-May-22,W 21,Atq -419,kaylah schultz,Weekly Off
15-May-22,W 21,Atq -443,lyric bartlett,Weekly Off
15-May-22,W 21,Atq -335,tori shannon,Weekly Off
15-May-22,W 21,Atq -397,GRACE STONE,Weekly Off
15-May-22,W 21,Atq -404,ana little,Weekly Off
15-May-22,W 21,Atq -436,phoenix brady,Weekly Off
15-May-22,W 21,Atq -441,loki lal,Weekly Off
15-May-22,W 21,Atq -366,peter pandey,Weekly Off
15-May-22,W 21,Atq -438,MEKHI SINGLETON,Weekly Off
15-May-22,W 21,Atq -398,bo cordova,Weekly Off
15-May-22,W 21,Atq -411,NEVAEH WALLER,Weekly Off
15-May-22,W 21,Atq -462,jarvis singh,Weekly Off
15-May-22,W 21,Atq -406,THANOS THAKUR,Weekly Off
15-May-22,W 21,Atq -362,KIANA MCMILLAN,Work From Office
15-May-22,W 21,Atq -476,KANE MALONE,Work From Office
15-May-22,W 21,Atq -455,aditya walls,Work From Office
15-May-22,W 21,Atq -458,jessie carrillo,Work From Office
15-May-22,W 21,Atq -400,CHAD MACIAS,Work From Office
15-May-22,W 21,Atq -437,dallas weeks,Work From Office
15-May-22,W 21,Atq -372,MILEY COMBS,Work From Office
15-May-22,W 21,Atq -374,kaley fitzpatrick,Work From Office
15-May-22,W 21,Atq -470,JOVANI POPE,Work From Office
15-May-22,W 21,Atq -385,finnegan gilbert,Work From Office
15-May-22,W 21,Atq -364,KEATON NIXON,Work From Office
